title,is_negative,negative_labels,negative_labels_count
我不是在最好的时光遇见了你们 而是遇见你们才有了最好的时光,False,,0
我喜欢你们,False,,0
这两口子是真爱😂鉴定完毕👍🏻👍🏻 大家准备练习一下吗😂😂#默契 #真爱 #神操作 #高手在民间 #助推小助手,False,,0
下定决心要做的事 要保持不动声色 却满心澎湃,False,,0
猫猫不仅会开酒，还会用脚弹钢琴#感谢快手我要上热门 @快手创作者服务中心(O40300138),False,,0
#迷惑行为大赏 #安全第一,False,,0
－ ꯭其꯭实꯭我꯭知꯭道꯭我꯭们꯭根꯭本꯭走꯭不꯭到꯭最꯭后꯭.  #动漫头像 #热门,False,,0
你别动，搞得我都烦死了😂,False,,0
给大家表演一个群魔乱舞😏,False,,0
“人真的会反反复复喜欢同一个人”.,False,,0
复制，粘贴，复制，粘贴，复制，粘贴。,False,,0
小编是全程憋着气看完的...,False,,0
最悲壮的变装😂,False,,0
你好 我叫对象  真名老婆  小名女神  外号宝贝  喜欢那个叫那个.,False,,0
and殷振灵.@大拽是谁.(O539309081)   #官方爸爸别屏蔽,False,,0
🌹名人  雀氏  茵茵 #同城热点 #快手卖货王 #支持小黄车下单 #感谢官方及快手辛苦了 #感谢快手官方大大给的每一次热门 感谢快手官方推送🙏🙏🙏🙏#作品推广,False,,0
今日起，公职人员取得外国国籍或绿卡将被撤职开除。,False,,0
#热爱快手热爱官方感谢助推热门 #服装搭配 #春夏复工装 #遇见春天 #作品推广,False,,0
一字马脱衣#一字马 #挑战空中一字马 #作品推广 #快手舞蹈 #舞蹈@快手创作者服务中心(O40300138) @快手创作者激励计划(O792200110) @快手舞蹈(O40300097),False,,0
众所周知，帅的小哥哥都上交国家了！,False,,0
一个可能产生“幸运游客”的地方，景色很美却被遗忘，大美湖南高椅岭 #跟着快手去旅行 #快手创作者中心,False,,0
美60岁奶奶与21少年一见钟情，兴奋分享初次体验，称：升华了感情！ @推广小助手(O40300047),True,色情擦边,1
你们喜欢的小肉包来了，早上起来可美了😄,False,,0
什么是小人 #感谢官方大大给的每一次热门 #感谢官方感谢关注感谢老铁们的支持,False,,0
牛：跟人沾边的事你是一点没干！,False,,0
#健身 #感谢快手我要上热门 #,False,,0
热血沸腾！女子接力也可以这么“飒”！,False,,0
#沙溢回不去白展堂神颜 #雷佳音自爆年轻时像#林更新？#沙溢 #未知的餐桌,False,,0
跟着黄磊老师做的干锅土豆片，个别小孩都馋哭了😭太好吃了,False,,0
都是出来玩的 叫我一声老公怎么了？,True,色情擦边,1
#感谢快手我要上热门 #变瘦变美变好看 #爱生活爱官方爱热门 #客厅健身房 #今日份的自拍,False,,0
王牌？我不配#我要上热门 #我要上热门 #我要上热门 #我要上热门 #我要上热门,False,,0
印度大 V吐苦水...,False,,0
这就是你和你同学的区别哈哈哈哈哈,False,,0
我胖故我在，越胖越可爱！ #鼠星星 #快手原创动漫,False,,0
正在做莜面 #说说我们村的新变化 #念想饭局 #有请讲书人 #月饼 #莜面,False,,0
生完宝宝以后胯宽腿粗穿什么都不好看？教你一个超级有效的收胯动作，千万记得收藏呦#宝妈 #变美变瘦变好看 #产后修复 #感谢快手我要上热门 #支持快手传播正能量,False,,0
#感谢官方大大给的每一次热门 #感谢官方感谢关注感谢老铁们的支持 #今天拍点啥 #跳舞 人生无常，无常的人生！哎！这扯淡的人生！#作品推广,False,,0
我爱了！ #马嘉祺 #马嘉祺 #初恋男孩马嘉祺 #感谢快手官大大送上热门 #申请热门,True,饭圈娱乐,1
考试时间到，请用四字成语形容军人_____,False,,0
谢谢你从低谷期一直陪我到现在，你是我生命中最重要的人，我绝对不会让你输,False,,0
“你啊 你啊”,False,,0
推开门发现爷俩睡着了，果然半职奶爸带娃从来不会让我担心#半职奶爸带娃去旅行,False,,0
怀孕的人是不是都喜欢吃酸的？,False,,0
努力了那么久。也非常感谢大家一直的支持与陪伴🙂🙂🙂,False,,0
#健康 #健康养生 #中医 #调理,False,,0
感性的人过不了柴米油盐，理性的人过不了风花雪月，愿你一半烟火一般诗意，过成自己喜欢的样子❤️#女人 #美食,False,,0
#小个子显高显瘦穿搭 #穿搭 #爱官方爱热门 #时尚好物大赏 #今日穿搭,False,,0
#感谢快手我要上热门 #记录我的农村生活 #作品推广 #美食 今天给宝宝做了一个西瓜，皮炒肉。很好，吃的一道美食，你们吃过吗？喜欢农村生活的双击加关注，谢谢，感谢支持。,False,,0
一女子做近视手术，精神彻底崩溃：每晚吃3颗安眠药,True,焦虑抑郁,1
大胆点 叫老__,False,,0
#健康养生 #感谢快手我要上热门 #感谢快手平台,False,,0
一首《南泥湾》送给大家！希望家人们喜欢！喜欢的支持一下玲玲！感谢大家的支持！感谢官方正能量绿色平台！ #热门歌曲 #我要发光  #用快影上热门 #创造营2020 #爱音乐爱唱歌  @快手创作者激励计划(O792200110)  @快手认证小助手(O929027477)  @快手卖货助手(O40300015)  @快手音乐人(O40300011) @快手直播小助手(O1485457043)  @快手认证小助手(O929027477)  @快手行动(O40300009)  @快手正能量(O40300005)   @快手星闻(O40300003)  @快手小店(O40300141)  #作品推广,False,,0
合肥高铁南站，他带了瓶开过封的茅台被拦下，酒值4000元他舍不得扔，就一饮而尽。,False,,0
#今日份的自拍 #时尚热门视频榜 #快手创业用商家号 #短视频带货王 关注➕评论全程小黄车下单，喜欢的去小黄车下单吧。,False,,0
人们常说把握时间，其实我们只是要尽量掌握自己的所拥有的这段生命，因为没人能真正把握住时间。 #愿我们2020好运连连,False,,0
豪横,False,,0
我拽嘛？,False,,0
不一定每个女孩都能遇见她的王子 但一定会有骑士把她宠成公主.,False,,0
#谢谢快手官方推送,False,,0
#南无观世音菩萨摩诃萨# #祈福# #感谢快手平台# 观音菩萨表示大慈大悲，慈是使他人快乐，悲是帮助他人解脱烦恼和痛苦。慈悲一切、怜悯一切、救护一切众生，就是大慈大悲。#作品推广# #,False,,0
每次都说姑娘往娘家送这回妈送姑娘家了！,False,,0
11点开意向金～ #JK #jk格裙 #jk制服,False,,0
#饰品 #爱官方爱热门 #我要在发现页曝光 #感谢快手我要上热门 #作品推广,False,,0
有要的说话,False,,0
#今日份的自拍 #今日份的自拍 #感谢官方感谢关注感谢老铁们的支持同城热点 #快手创作者服务中心,False,,0
老爷子一打水就找我 #感谢快手平台,False,,0
有神奇头像吗,False,,0
#作品推广 #感谢快手平台传播正能量 #爱生活爱官方爱热门 #感谢快手官大大送上热门 #感谢家人们一路的支持与陪伴 喜欢的评论打出我要我要，直播间里一件也是批发价。,False,,0
我从来也没说公婆必须带孙子，都是互相的，我自己的孩子我自己带过来的，就是不想和一些不明白是非的人来往了，就这样！  @今天拍点啥(O840386039) @推广小助手(O40300047) #感谢快手我要上热门 #支持快手传播正能量 #作品推广 #商家号战疫行动 #快手创作者服务中心,False,,0
路见不平拔💰相助,False,,0
痛苦的时候就多微笑去面对事实~何必不开心呢？🙃,False,,0
#感恩官方助推热门涨粉 #每天穿搭不重样 #感谢快手官大大送上热门 #感谢快手我要上热门 #快手短视频带货王,False,,0
爆笑😂国外一网友想吓唬小伙伴，可没想到等来了一头牛！#搞笑,False,,0
#感谢快手我要上热门 #爱护肤爱官方爱热门 #DHV护肤品 没有对比就没有伤害啊！80克和100克差距,False,,0
让你认清世界的真像！😁,False,,0
抑郁就是闲出来的，忙起来就好了,True,焦虑抑郁,1
#嗨购美妆季 #夏日美妆好物 #快手创作者服务中心 #美妆分享,False,,0
"女子穿“钉子裤”坐公交车, 司机急刹车结果男子悲剧了。网友：这款裤子真绝！",True,色情擦边,1
#感谢快手我要上热门 #感谢快手官大大送上热门,False,,0
纯棉薄款透气迷彩套装 🥰男女同款#感谢快手官大大送上热门 #同城热点 #春夏复工装 #官方大大我要上热门 #感谢官方大大给的每一次热门,False,,0
彩礼是陋习还是传统？,False,,0
玩王者打出真实伤害😂,False,,0
虽然平平淡淡 但是真真切切,False,,0
太真实了,False,,0
#感谢有你们的陪伴 #娱乐搞笑幽默 #推广小助手 #今天拍点啥,False,,0
不要占小便宜😂,False,,0
养殖户给发来的反馈视频，母女平安，东家大喜，谢谢大哥的信任[抱拳][抱拳],False,,0
@今天拍点啥(O840386039) #快手创作者激励中心 #爱官方爱热门 #作品推广 #感谢快手官大大送上热门 #感谢快手我要上热门,False,,0
#阿弥陀佛 #感谢快手 #感谢快手绿色平台 #感谢官方 #感谢快手所有工作人员 🙏🙏🙏,False,,0
爸爸姓马，做🍺生意，生了个儿子取名：马卖啤😂#快手创作者服务中心 @快手创作者服务中心(O40300138),False,,0
老师的爱心提示句句经典，纸短情长。祝所有考生金榜题名，考试成绩不扎心！#感谢快手我要上热门 #高考加油,False,,0
今天6时30分起，武汉市防汛应急响应级别由Ⅲ级提升至Ⅱ级#预警 #防汛#武汉,False,,0
贵州大山里的村子，这里的人家户为什么都喜欢把房子建在这样的小山丘下？是为了有靠山吗？#跟着快手去旅行#,False,,0
感觉生完孩子都有一些轻微抑郁，有时候情绪低落，孩子有一点不听话就想吼他，看着满屋子乱糟糟的玩具还有吃东西掉的渣渣，心里烦的很#快手创作者服务中心# #感谢快手我要上热门# #推广小助手# #支持快手传播正能量# ##情感语录 #,False,,0
#感谢快手官大大送上热门 #此作品申请热门 #作品推广 #作品推广小助手 #阿弥陀佛保佑家人平安健康幸福快乐健康长寿,False,,0
#北京 #河北 #感谢快手我要上热门 #支持快手传播正能量,False,,0
兔妈妈薅自己的毛为兔宝宝搭窝。万物有灵，母爱不分物种！,False,,0
不要用大人的想法决定孩子的思想，因为我们永远不知道孩子在用什么角度看世界！,False,,0
#文字视频 #作品推广 #感谢快手我要上热门,False,,0
#感谢快手我要上热门 #穿搭 #时尚穿搭 #时尚穿搭 #日常穿搭,False,,0
一个十个月小朋友的举动有没有被暖到❤️,False,,0
#感谢快手我要上热门 #感谢快手官大大送上热门 #感谢官方大大给的每一次热门 #作品推广 #今天拍点啥,False,,0
叶子老师简单明了，从不拖沓! #眼妆# #美妆# #快手颜值大赛# #感谢快手我要上热门# #感谢快手大大我要上热门#,False,,0
万中万中,False,,0
@柒音_喵喵喵(O1052795614)这个仿的孙尚香真的超级可,False,,0
结婚后的婆媳关系，一场没有硝烟的战争,False,,0
进来的小可爱给个双击加关注哦点关注一起打游戏哦😂#和平精英 #官方大大我要热门,False,,0
自闭症就是装出来的,True,群体歧视,1
这种行为真是刷新我的认识 #超市 #贼喊捉贼 #反转,False,,0
内向者的社交恐惧，有多可怕？,False,,0
虽然#范冰冰 绯闻不断，当所有人远离她时，只有成龙冯小刚出来声援，不管俗人眼光主动牵手冯导走红毯，老艺人重情义👍🏻#明星,False,,0
翻白眼能不能让你点个赞🔥 @苏宁❤️❤️(O1173006595) @分享哥📹模特现场(O822685845) @正义【职业摄影】(O1400303720),False,,0
山西”黑老大“任爱军在监狱里开单间设小灶，用冰箱、电脑，酒后无故打人。这背后涉及多名公职人员。,False,,0
坑人螺丝升级版，打开方式。。你们有没有猜对。#支持快手传播正能量 #益智 #烧脑 @快手创作者服务中心(O40300138) @推广小助手(O40300047),False,,0
向消防战士致敬！ #让我们为消防员致敬 #致敬消防员 #消防员,False,,0
#爱欣萝莉 #欣萝莉 我看熊出没没意见吧？,False,,0
啦啦啦,False,,0
大妈说的对！孩子们高考，我们必须要支持！ #劝导周围噪音  #高考加油,False,,0
腿精-许佳钰，妹妹的腿不是腿，塞纳河畔的春水 #舞蹈 #拉丁舞,False,,0
你结婚的时候 如果新娘不是我 我一定会悄悄的去你的婚礼 听着主持人的誓词 然后站在你的面前 轻轻的往你脸上吐一口唾沫 @与君：(O152003698),True,网络戾气,1
这小子真是太狠了，分数也能控制，老爸是真服了！#搞笑 #超级段子手计划 #嘴强侃价节 #感谢快手官大大送上热门 #搞笑父子,False,,0
果然。狗子最大的敌人。是狗...#柯基,False,,0
三年青春只为这一刻,False,,0
#蔡徐坤 #吃鱼肉,False,,0
来吧…,False,,0
老虎:我也是看颜值合影的,False,,0
女子欲轻生跳楼  消防员飞身救人,False,,0
#王一博 高考加油呀！和安慕希一起，重燃2020,False,,0
要永远保护她 过马路牵手 帮她拍好看的照片 陪她喝奶茶暖手 要待在她的身边一年又一年,False,,0
#洪涝灾害 大水冲来好多鱼#作品推广 #感谢快手我要上热门  网友:捉不捉得到鱼无所谓，关键是开心,False,,0
#感谢快手官大大送上热门 #服装搭配 #时尚穿搭 #同城热门 #服装时装爱美穿搭时尚潮流,False,,0
#春秋穿搭 #作品推广扶新 #快手时尚助推官 #快手创作者服务中心 #快手创作者激励计划 @快手小店(O40300141) @快手创作者服务中心(O40300138) @快手创作者激励计划(O792200110),False,,0
铁汁正能量来了  #铃木GSX250R #作品推广 #感谢官方大大给的每一次热门,False,,0
大山里的无人居住村，这里曾发生过什么？#喜欢的双击加关注,False,,0
为了吧自己嫁出去，真是煞费苦心啊！#二手挖掘机,False,,0
民间有高手，小伙子不容易，哥哥姐姐们给个双击加关注吧！😊😊@歪歪•（一心涨粉）🌊(O1018856649),False,,0
我也太美啦把,False,,0
#夏日减龄装 #作品推广 #申请热门 #感谢快手我要上热门 #感谢快手官大大送上热门,False,,0
人这一辈子一定要遇到这样的真爱！,False,,0
哈喽大家好，我是王耀庆，我来快手了！5分钟之内，我要看到这条视频的老铁们都关注我！,False,,0
受暴雨影响，安徽歙县高考语文考试延期。望孩子们稳住心态，相信成绩会“水涨船高”！,False,,0
2020四川高考作文出炉！快来看看你会怎么写！#高考 #2020高考,False,,0
本届考生家长脑洞很大！,False,,0
来自5岁孩子的忧伤 #高考加油,False,,0
我只想重回巅峰，伤病求求你不要再来了,False,,0
这个抬腿我真的是爱了吖♡ @林星玖/(O1583762810) #热门 #TFBOYS #跪求热门 #橙海不会暗我啵不会散 #感谢快手官大大送上热门,False,,0
有要袜子的么？没有的话我一会再过来问😂#网红新村官 #快手全面屏 #脱贫攻坚在行动 @快手扶贫(O40300065),False,,0
#一键出片 来张剧照花花世界里要努力拼搏不负好时光 #甜甜的恋爱 #海浪,False,,0
#商家号邀新赚流量# #用快影上热门# #一甜相机# #快手创作者学院# #,False,,0
百思不得其解😱女生露天吃宵夜，头发莫名竖起来，懂的来解答[勾引],False,,0
湖北退休老师免费教数学，学生期末从30分进步到96分，获得百万粉丝点赞，他说：暑假继续免费直播，你愿意为他点赞吗？#支持快手传播正能量 #感谢快手我要上热门 #作品推广,False,,0
今天我也是喷火小红！#小红偷吃 #鬼椒面,False,,0
青苹果,False,,0
忘记怎么哭了，嗯mm~笑一下缓解尴尬吧#宝贝儿#Baby,False,,0
贵州安顺载有学生大巴车冲进水库后，他们俩第一时间跳进水中救人…,False,,0
连我的视频你都不赞，你赞什么？,False,,0
各个器官的保护神食物！ #护肤养生小知识 #感谢官方绿色平台 #官方大大我要上热门 #支持快手传播正能量 #感谢家人们一路的支持与陪伴,False,,0
#愛官方愛熱門 #感谢官方大大送上热门 #支持快手传播正能量  太多美女看得我眼都花了 留下你的小红心♥️,False,,0
可可爱爱，你的最爱 #蹦裙子 #感谢快手我要上热门,False,,0
独家秘制麻辣红油芒果冰棍儿#美食 #吃播 #我是吃货,False,,0
#吴京 从一个穷小子，拍戏妻子都要抵押所有房产，到现在的百亿影帝，一路逆袭，如今战狼3开拍，你们还会继续支持他吗？ #明星 #感谢快手我要上热门 #感谢快手官大大送上热门,False,,0
#网红熊 #搞笑视频 #今天拍点啥 #用快影上热门 ， #快手激励创作者计划,False,,0
#创作者中心 #作品推广 #快手创作者服务中心 #感谢快手我要上热门,False,,0
祝高考的莘莘学子们！不负青春！扬帆起航！奥利给💪,False,,0
佩服马爸爸，马云高考考三次，别人比分数他比次数，就是这么牛😂,False,,0
… #我要上热门,False,,0
#2020高考季 #快手助推 #作品推广 #申请热门 #感谢快手我要上热门,False,,0
#商家号邀新赚流量# #商家号邀新赚流量# #商家号邀新赚流量# #商家号邀新赚流量# #商家号邀新赚流量#  @快手服饰小助手(O1485846692) @快手作者助手(O40300118) @快手卖货助手(O40300015) @快手小助手(O40300112) @你的快手电商助手(O1463681103) @商家号小助手(O962500882) @推广小助手(O40300047),False,,0
人总是爱把短暂的东西说成长久～   #slomomo慢动作 #热,False,,0
7月7日，阿里巴巴创始人#马云 来到中科院#西双版纳 热带植物园，打卡王莲叶“水上漂”等热带植物奇观。  ​,False,,0
小哥哥凭实力撩小姐姐吧？,True,色情擦边,1
潜水员一字排开地毯式搜救所有参加搜救的潜水员，一字排开，开展地毯式排查搜救。,False,,0
昨天7号富士康统一发工资，发了8600，给父母孩子转了3000生活费.还了花呗，还了房贷…剩下600块零用，只能靠在厂里刷卡吃饭了，#创作者快手服务中心 #感谢老铁们的支持 #龙华富士康 #打工者记录日常工作和生活 #多谢官方助推,False,,0
好可爱的大猫，好可爱的飞机耳#动物园最忙的老虎,False,,0
峪关，固守沙漠648年，城墙上放着一块砖，数百年来无人敢动一下 #跟着快手去旅行,False,,0
#美国新冠确诊近300万例#单日新增确诊近6万例 #,False,,0
#感谢官方大大给的每一次热门 #感谢推广小助手 #作品推广 #情感语录 女人尽量选择一个爱自己的人，能懂你悲伤 知你冷暖 累的时候给你一个拥抱🤗️,False,,0
七旬老人五战高考 #高考,False,,0
微信号被盗了，老公一直骂我，老公说别人盗你微信号就算了，就怕别人拿你的微信乱借钱，到时候都是我们还，谁知道微信号被盗了，怎么找回来评论那下面,False,,0
感恩快手!天长地久！,False,,0
兄妹情深！妹妹打针哭的撕心累肺，哥哥带“枪”冲上前要“救”她。,False,,0
#郎平确认东京奥运会后隐退 致敬郎老师,False,,0
168 130斤穿很紧，比我瘦的可以入，和我一样的谨慎点。#微胖穿搭,False,,0
接了别忘留下小❤️❤️哦@快手创作者激励计划(O792200110)  @推广小助手(O40300047)  @快手创作者服务中心(O40300138) #热爱快手感谢官方大大 #感谢推广小助手助我上热门 #快手创作者服务中心 #十二生肖系列 #文字控,False,,0
哥哥你女朋友真的好不懂你喔🍵,True,不良婚育观,1
自闭症孩子应该被隔离,True,群体歧视,1
教科书式疏散👍昆明地震百名考生跑出考场，7分钟后恢复正常。愿平安！,False,,0
叮～,False,,0
进姐爱健身#正能量有氧健身操 @今天拍点啥(O840386039) @快手创作者学院(O40300188) #快手创业用商家号 #快手创作者服务中心,False,,0
#感谢快手平台 #感谢关注和支持的老铁们,False,,0
#拍戏现场 #影视特效 #影视道具,False,,0
最有效的收胯姿势，没有之一，坚持两周，收胯紧致骨盆，恢复少女状态，经期必练#排毒养颜 #运动打卡减脂 #热门,False,,0
这个男声好温柔啊啊啊 #呲甜lolita,False,,0
